ID,city,county_name,state_id
1840020292,Fremont,Alameda,CA
1840013947,Gulfport,Harrison,MS
1840013730,Evansville,Vanderburgh,IN
1840015157,Hialeah,Miami-Dade,FL
1840027017,Navarre,Santa Rosa,FL
1840073592,Bel Air South,Harford,MD
1840015120,North Port,Sarasota,FL
1840021728,San Bernardino,San Bernardino,CA
1840000327,Portland,Cumberland,ME
1840033827,Enterprise,Clark,NV
1840018410,Bremerton,Kitsap,WA
1840002344,Green Bay,Brown,WI
1840002400,Appleton,Outagamie,WI
1840033832,Spring Valley,Clark,NV
1840021129,Tacoma,Pierce,WA
1840015482,Spartanburg,Spartanburg,SC
1840003858,Roanoke,Roanoke,VA
1840014022,Gainesville,Alachua,FL
1840015072,Deltona,Volusia,FL
1840003185,Kalamazoo,Kalamazoo,MI
1840021844,Thousand Oaks,Ventura,CA
1840014524,Hickory,Catawba,NC
1840003478,Yonkers,Westchester,NY
1840020552,Moreno Valley,Riverside,CA
1840020402,Fontana,San Bernardino,CA
1840019570,College Station,Brazos,TX
1840000177,Fargo,Cass,ND
1840019156,Amarillo,Potter,TX
1840004828,Norwich,New London,CT
1840019865,Olympia,Thurston,WA
1840004851,Waterbury,New Haven,CT
1840021632,Salinas,Monterey,CA
1840006211,Huntington,Cabell,WV
1840020578,Huntington Beach,Orange,CA
1840014421,Clarksville,Montgomery,TN
1840021829,Santa Barbara,Santa Barbara,CA
1840020483,Glendale,Los Angeles,CA
1840033833,Sunrise Manor,Clark,NV
1840020709,Grand Prairie,Dallas,TX
1840003834,Overland Park,Johnson,KS
1840005613,Hagerstown,Washington,MD
1840020041,Nampa,Canyon,ID
1840013468,Gastonia,Gaston,NC
1840020654,Frisco,Collin,TX
1840000471,Cedar Rapids,Linn,IA
1840020550,Hemet,Riverside,CA
1840033743,Paradise,Clark,NV
1840002648,Sioux Falls,Minnehaha,SD
1840021189,Vancouver,Clark,WA
1840020567,Peoria,Maricopa,AZ
1840022140,Waco,McLennan,TX
1840000644,Lorain,Lorain,OH
1840000478,Erie,Erie,PA
1840003862,Newport News,Newport News,VA
1840007034,Aurora,Kane,IL
1840014236,Fort Lauderdale,Broward,FL
1840021499,Vallejo,Solano,CA
1840014495,Murfreesboro,Rutherford,TN
1840014105,Spring Hill,Hernando,FL
1840021942,Tempe,Maricopa,AZ
1840014479,High Point,Guilford,NC
1840020076,Medford,Jackson,OR
1840004837,Danbury,Fairfield,CT
1840020245,Elk Grove,Sacramento,CA
1840020410,Ontario,San Bernardino,CA
1840005710,Frederick,Frederick,MD
1840073853,Vero Beach South,Indian River,FL
1840015067,Ocala,Marion,FL
1840020623,Oceanside,San Diego,CA
1840020411,Rancho Cucamonga,San Bernardino,CA
1840020577,Garden Grove,Orange,CA
1840016196,Cary,Wake,NC
1840015141,Pembroke Pines,Broward,FL
1630035622,Bayamón,Bayamón,PR
1840020502,Palmdale,Los Angeles,CA
1840002983,Manchester,Hillsborough,NH
1840008354,Lafayette,Tippecanoe,IN
1840021579,Santa Cruz,Santa Cruz,CA
1840019789,Marysville,Snohomish,WA
1840002870,Muskegon,Muskegon,MI
1840009517,Springfield,Sangamon,IL
1840020293,Hayward,Alameda,CA
1840003219,New Bedford,Bristol,MA
1840003837,Alexandria,Alexandria,VA
1840000838,Paterson,Passaic,NJ
1840019305,Corona,Riverside,CA
1840020313,Merced,Merced,CA
1840015800,Warner Robins,Houston,GA
1840020919,Port Arthur,Jefferson,TX
1840043455,Macon,Bibb,GA
1840001626,Kansas City,Wyandotte,KS
1840020198,Lakewood,Jefferson,CO
1840021573,Sunnyvale,Santa Clara,CA
1840003845,Fredericksburg,Fredericksburg,VA
1840015083,Leesburg,Lake,FL
1840007239,Champaign,Champaign,IL
1840015144,Hollywood,Broward,FL
1840020930,Pasadena,Harris,TX
1840020507,Pomona,Los Angeles,CA
1840020620,Escondido,San Diego,CA
1840008192,Joliet,Will,IL
1840015039,Lake Charles,Calcasieu,LA
1840020713,Mesquite,Dallas,TX
1840015476,Mauldin,Greenville,SC
1840015034,Panama City,Bay,FL
1840018417,Bellevue,King,WA
1840008143,Naperville,DuPage,IL
1840021036,Harlingen,Cameron,TX
1840005563,Tuscaloosa,Tuscaloosa,AL
1840008187,Elkhart,Elkhart,IN
1840021873,Torrance,Los Angeles,CA
1840000460,Binghamton,Broome,NY
1840015063,Houma,Terrebonne,LA
1840001621,Topeka,Shawnee,KS
1840020233,Roseville,Placer,CA
1840020253,Fairfield,Solano,CA
1840022076,Tyler,Smith,TX
1840020576,Fullerton,Orange,CA
1840020255,Pueblo,Pueblo,CO
1840029463,Athens,Clarke,GA
1840021830,Santa Maria,Santa Barbara,CA
1840021941,Surprise,Maricopa,AZ
1840006196,Charleston,Kanawha,WV
1840020683,Las Cruces,Doña Ana,NM
1840013994,Metairie,Jefferson,LA
1840021422,Thornton,Adams,CO
1840003833,Olathe,Johnson,KS
1630035637,Carolina,Carolina,PR
1840013612,Gainesville,Hall,GA
1840021389,West Valley City,Salt Lake,UT
1840020582,Orange,Orange,CA
1840002418,Warren,Macomb,MI
1840020505,Pasadena,Los Angeles,CA
1840019612,Beaumont,Jefferson,TX
1840013362,Burlington,Alamance,NC
1840003866,Hampton,Hampton,VA
1840007391,Columbia,Boone,MO
1840021998,Yuma,Yuma,AZ
1840003613,Elizabeth,Union,NJ
1840002493,Racine,Racine,WI
1840020149,Greeley,Weld,CO
1840018424,Kent,King,WA
1840004841,Stamford,Fairfield,CT
1840020794,Odessa,Ector,TX
1840007207,Bloomington,McLean,IL
1840015137,Miramar,Broward,FL
1840020230,Grand Junction,Mesa,CO
1840003094,Sterling Heights,Macomb,MI
1840015134,Coral Springs,Broward,FL
1840014462,Johnson City,Washington,TN
1840019436,Carrollton,Dallas,TX
1840020792,Midland,Midland,TX
1840021154,Yakima,Yakima,WA
1840018346,Bellingham,Whatcom,WA
1840021463,Yuba City,Sutter,CA
1840002432,South Lyon,Oakland,MI
1840021571,Santa Clara,Santa Clara,CA
1840021559,St. George,Washington,UT
1840013456,Fort Smith,Sebastian,AR
1840021843,Simi Valley,Ventura,CA
1840005810,Dover,Kent,DE
1840020451,Norman,Cleveland,OK
1840019476,Abilene,Taylor,TX
1840018496,Billings,Yellowstone,MT
1630023669,Ponce,Ponce,PR
1840014220,Lehigh Acres,Lee,FL
1840008881,St. Cloud,Stearns,MN
1630023566,Arecibo,Arecibo,PR
1840003160,Kenosha,Kenosha,WI
1840013407,Greenville,Pitt,NC
1840018788,Arvada,Jefferson,CO
1840020979,Pearland,Brazoria,TX
1840008534,Independence,Jackson,MO
1840022234,Texas City,Galveston,TX
1840020141,Redding,Shasta,CA
1840003855,Lynchburg,Lynchburg,VA
1840018774,Boulder,Boulder,CO
1840000532,Iowa City,Johnson,IA
1840008987,Rochester,Olmsted,MN
1840018914,Berkeley,Alameda,CA
1840006175,Waldorf,Charles,MD
1840014065,The Villages,Sumter,FL
1840007685,Duluth,St. Louis,MN
1840019206,East Los Angeles,Los Angeles,CA
1840002813,Saginaw,Saginaw,MI
1840018944,Clovis,Fresno,CA
1840000437,Leominster,Worcester,MA
1840020879,Round Rock,Williamson,TX
1840014881,Monroe,Ouachita,LA
1840000429,Cambridge,Middlesex,MA
1840015110,Clearwater,Pinellas,FL
1840021634,Seaside,Monterey,CA
1840021388,West Jordan,Salt Lake,UT
1840020710,Richardson,Dallas,TX
1840015993,West Palm Beach,Palm Beach,FL
1840022154,Temple,Bell,TX
1840002310,Burlington,Chittenden,VT
1840020277,Richmond,Contra Costa,CA
1840021423,Westminster,Adams,CO
1840001373,Pottstown,Montgomery,PA
1840014151,Brandon,Hillsborough,FL
1840014618,Rock Hill,York,SC
1840020046,Meridian,Ada,ID
1840018402,Coeur d'Alene,Kootenai,ID
1840019352,Carlsbad,San Diego,CA
1840000426,Lowell,Middlesex,MA
1840000440,Waterloo,Black Hawk,IA
1840015164,North Charleston,Charleston,SC
1840020327,Gilroy,Santa Clara,CA
1840019245,Downey,Los Angeles,CA
1840019939,Gresham,Multnomah,OR
1840008134,Elgin,Kane,IL
1840002746,Utica,Oneida,NY
1840019059,Broken Arrow,Tulsa,OK
1840019326,Costa Mesa,Orange,CA
1840018778,Chico,Butte,CA
1840000447,Sioux City,Woodbury,IA
1840020973,League City,Galveston,TX
1840015151,Miami Gardens,Miami-Dade,FL
1840015143,Pompano Beach,Broward,FL
1840037414,San Buenaventura,Ventura,CA
1840019785,Everett,Snohomish,WA
1840020630,El Centro,Imperial,CA
1840022217,Sugar Land,Fort Bend,TX
1840020480,El Monte,Los Angeles,CA
1840020639,Lewisville,Denton,TX
1840021876,West Covina,Los Angeles,CA
1840021937,Temecula,Riverside,CA
1840018618,Bend,Deschutes,OR
1840006219,Salisbury,Wicomico,MD
1840014653,Jacksonville,Onslow,NC
1840019237,Inglewood,Los Angeles,CA
1840003969,Dearborn,Wayne,MI
1840018792,Centennial,Arapahoe,CO
1840019233,Burbank,Los Angeles,CA
1840021337,Sparks,Washoe,NV
1840015609,Sandy Springs,Fulton,GA
1840007376,Bloomington,Monroe,IN
1840020108,Logan,Cache,UT
1840023244,Kailua,Honolulu,HI
1840020618,El Cajon,San Diego,CA
1840019932,Hillsboro,Washington,OR
1840029465,South Fulton,Fulton,GA
1840019827,Renton,King,WA
1840015909,Mandeville,St. Tammany,LA
1840021551,San Mateo,San Mateo,CA
1840005803,Columbia,Howard,MD
1840018926,Daly City,San Mateo,CA
1840017272,Davie,Broward,FL
1840043419,Jurupa Valley,Riverside,CA
1840000467,Brockton,Plymouth,MA
1840020178,Longmont,Boulder,CO
1840020407,Rialto,San Bernardino,CA
1630023526,San Germán,San Germán,PR
1840002296,Eau Claire,Eau Claire,WI
1840021533,Turlock,Stanislaus,CA
1840020501,Norwalk,Los Angeles,CA
1840028579,Highlands Ranch,Douglas,CO
1840019396,Allen,Collin,TX
1840021923,Wichita Falls,Wichita,TX
1840020387,Rio Rancho,Sandoval,NM
1840021498,Vacaville,Solano,CA
1840021094,Spokane Valley,Spokane,WA
1840001678,Charlottesville,Charlottesville,VA
1840018644,Idaho Falls,Bonneville,ID
1840022903,Menifee,Riverside,CA
1840032155,Lee's Summit,Jackson,MO
1840000461,Quincy,Norfolk,MA
1840022146,San Angelo,Tom Green,TX
1840000409,Lynn,Essex,MA
1840002996,Holland,Ottawa,MI
1840019826,Federal Way,King,WA
1840020265,Manteca,San Joaquin,CA
1840020180,Lafayette,Boulder,CO
1840021707,Santa Fe,Santa Fe,NM
1840020404,Hesperia,San Bernardino,CA
1840002577,La Crosse,La Crosse,WI
1840014158,Riverview,Hillsborough,FL
1840014425,Kingsport,Sullivan,TN
1840021020,Edinburg,Hidalgo,TX
1840021994,Vista,San Diego,CA
1840013265,Bowling Green,Warren,KY
1840007260,Carmel,Hamilton,IN
1840020746,Longview,Gregg,TX
1840021518,Tracy,San Joaquin,CA
1840021772,Prescott Valley,Yavapai,AZ
1840018556,Beaverton,Washington,OR
1840002932,Portsmouth,Rockingham,NH
1840003872,Portsmouth,Portsmouth,VA
1840010496,Fishers,Hamilton,IN
1840020171,Orem,Utah,UT
1840037422,Sandy,Salt Lake,UT
1840016000,Sunrise,Broward,FL
1840027990,San Tan Valley,Pinal,AZ
1840019240,Compton,Los Angeles,CA
1840036690,Arden-Arcade,Sacramento,CA
1840020382,Hanford,Kings,CA
1840014207,Boca Raton,Palm Beach,FL
1840003804,Middletown,Butler,OH
1840003985,Livonia,Wayne,MI
1840019214,Carson,Los Angeles,CA
1840001632,Lawrence,Douglas,KS
1840015911,Slidell,St. Tammany,LA
1840006446,Blacksburg,Montgomery,VA
1840021991,San Marcos,San Diego,CA
1840020564,Goodyear,Maricopa,AZ
1840020423,Edmond,Oklahoma,OK
1630035520,Mayagüez,Mayagüez,PR
1840000497,Fall River,Bristol,MA
1840021870,South Gate,Los Angeles,CA
1840003873,Suffolk,Suffolk,VA
1840009671,Terre Haute,Vigo,IN
1840019840,Missoula,Missoula,MT
1840021866,Santa Monica,Los Angeles,CA
1840014741,Roswell,Fulton,GA
1840001551,Vineland,Cumberland,NJ
1840015142,Plantation,Broward,FL
1840029102,Alafaya,Orange,FL
1840019836,Kirkland,King,WA
1840014795,Hoover,Jefferson,AL
1840021969,Westminster,Orange,CA
1840020477,Lawton,Comanche,OK
1840021538,San Leandro,Alameda,CA
1840013810,Auburn,Lee,AL
1840004839,Norwalk,Fairfield,CT
1840008571,O'Fallon,St. Charles,MO
1840019114,Chino,San Bernardino,CA
1840005840,Germantown,Montgomery,MD
1840002808,Dover,Strafford,NH
1840001926,Bismarck,Burleigh,ND
1840010113,Waukegan,Lake,IL
1840021939,Buckeye,Maricopa,AZ
1840029089,Town 'n' Country,Hillsborough,FL
1840003511,Clifton,Passaic,NJ
1840006747,Bloomington,Hennepin,MN
1840017286,Mount Pleasant,Charleston,SC
1840013643,Florence,Florence,SC
1840000433,Newton,Middlesex,MA
1840000830,State College,Centre,PA
1840020294,Livermore,Alameda,CA
1840002180,Rapid City,Pennington,SD
1840007269,Decatur,Macon,IL
1840014651,Dalton,Whitfield,GA
1840019586,Conroe,Montgomery,TX
1840020486,Hawthorne,Los Angeles,CA
1840000408,Lawrence,Essex,MA
1840021341,New Braunfels,Comal,TX
1840018845,Citrus Heights,Sacramento,CA
1840003173,Jackson,Jackson,MI
1840021878,Whittier,Los Angeles,CA
1840008365,Muncie,Delaware,IN
1840002434,Troy,Oakland,MI
1840014060,Homosassa Springs,Citrus,FL
1840003953,Port Huron,St. Clair,MI
1840020241,Napa,Napa,CA
1840015136,Deerfield Beach,Broward,FL
1840015336,Springdale,Washington,AR
1840020581,Newport Beach,Orange,CA
1840007242,Anderson,Madison,IN
1840021530,San Ramon,Contra Costa,CA
1840020591,Lake Forest,Orange,CA
1840021026,Mission,Hidalgo,TX
1840018416,Auburn,King,WA
1840004023,Brooklyn Park,Hennepin,MN
1840019569,Bryan,Brazos,TX
1840003765,Springfield,Clark,OH
1840013878,Hattiesburg,Forrest,MS
1840001847,Westland,Wayne,MI
1840009186,Cicero,Cook,IL
1840013864,Albany,Dougherty,GA
1840014226,Fort Myers,Lee,FL
1840014098,Pine Hills,Orange,FL
1840018251,Atascocita,Harris,TX
1840019324,Buena Park,Orange,CA
1840020304,Redwood City,San Mateo,CA
1840002442,Farmington Hills,Oakland,MI
1840007424,Alton,Madison,IL
1840015960,Melbourne,Brevard,FL
1840015150,Miami Beach,Miami-Dade,FL
1840019222,Alhambra,Los Angeles,CA
1840001720,Williamsburg,Williamsburg,VA
1840020300,Madera,Madera,CA
1840003344,Warwick,Kent,RI
1840003287,Cranston,Providence,RI
1840019616,Baytown,Harris,TX
1840015114,Largo,Pinellas,FL
1840005845,Silver Spring,Montgomery,MD
1840020515,Lakewood,Los Angeles,CA
1840020332,Mountain View,Santa Clara,CA
1840008260,Kankakee,Kankakee,IL
1840014742,Johns Creek,Fulton,GA
1840020335,Flagstaff,Coconino,AZ
1840013380,Franklin,Williamson,TN
1840008771,Joplin,Jasper,MO
1840003406,Parma,Cuyahoga,OH
1840020145,Layton,Davis,UT
1840000782,New Rochelle,Westchester,NY
1840013579,Anderson,Anderson,SC
1840001347,Lebanon,Lebanon,PA
1840003123,Somerville,Middlesex,MA
1630035600,Yauco,Yauco,PR
1840009549,St. Joseph,Buchanan,MO
1840008929,Plymouth,Hennepin,MN
1840021967,Tustin,Orange,CA
1840015968,Zephyrhills,Pasco,FL
1840020329,Milpitas,Santa Clara,CA
1840002083,Florence,Lauderdale,AL
1840020298,Pleasanton,Alameda,CA
1840014208,Boynton Beach,Palm Beach,FL
1840021987,Texarkana,Bowie,TX
1840020246,Folsom,Sacramento,CA
1840019230,Bellflower,Los Angeles,CA
1840021030,Pharr,Hidalgo,TX
1840015159,Homestead,Miami-Dade,FL
1840015894,Valdosta,Lowndes,GA
1840021730,Upland,San Bernardino,CA
1840008129,Evanston,Cook,IL
1840001419,Newark,Licking,OH
1840013218,Elizabethtown,Hardin,KY
1840015935,St. Augustine,St. Johns,FL
1840020248,Rancho Cordova,Sacramento,CA
1840018913,Alameda,Alameda,CA
1840019115,Chino Hills,San Bernardino,CA
1840020557,Perris,Riverside,CA
1840011319,Schaumburg,Cook,IL
1840014244,Kendall,Miami-Dade,FL
1840019201,Camarillo,Ventura,CA
1840006563,Anniston,Calhoun,AL
1840015612,Sumter,Sumter,SC
1840014507,Jonesboro,Craighead,AR
1840007092,Hammond,Lake,IN
1840017579,Carmichael,Sacramento,CA
1840011243,Arlington Heights,Cook,IL
1840005647,Morgantown,Monongalia,WV
1840000374,Wyoming,Kent,MI
1840018713,Cheyenne,Laramie,WY
1840019888,Pasco,Franklin,WA
1840021581,Watsonville,Santa Cruz,CA
1840002431,Southfield,Oakland,MI
1840002163,Wausau,Marathon,WI
1840002429,Rochester Hills,Oakland,MI
1840020152,Loveland,Larimer,CO
1840013873,Alexandria,Rapides,LA
1840020282,Pittsburg,Contra Costa,CA
1840013908,Hammond,Tangipahoa,LA
1840021385,South Jordan,Salt Lake,UT
1840003176,Battle Creek,Calhoun,MI
1840000986,Bethlehem,Northampton,PA
1630035668,Fajardo,Fajardo,PR
1840018833,Davis,Yolo,CA
1840021733,Apple Valley,San Bernardino,CA
1840003285,Pawtucket,Providence,RI
1840005510,Wheeling,Ohio,WV
1840022010,Flower Mound,Denton,TX
1840003844,Harrisonburg,Harrisonburg,VA
1840019572,Cedar Park,Williamson,TX
1840002246,Oshkosh,Winnebago,WI
1840001623,Winchester,Winchester,VA
1630023540,Caguas,Caguas,PR
1840005802,Ellicott City,Howard,MD
1840013376,Pocatello,Bannock,ID
1840016974,Hilton Head Island,Beaufort,SC
1840004774,New Britain,Hartford,CT
1840000960,Mansfield,Richland,OH
1840009998,Woodbury,Washington,MN
1840015146,Lauderhill,Broward,FL
1840020168,Lehi,Utah,UT
1840011482,Bolingbrook,Will,IL
1840006094,Dale City,Prince William,VA
1840020950,Missouri City,Fort Bend,TX
1840020980,Lake Jackson,Brazoria,TX
1840001080,Altoona,Blair,PA
1840015148,Doral,Miami-Dade,FL
1840014340,Owensboro,Daviess,KY
1840006015,Centreville,Fairfax,VA
1840000781,Mount Vernon,Westchester,NY
1840019227,Baldwin Park,Los Angeles,CA
1840018781,Broomfield,Broomfield,CO
1840020412,Redlands,San Bernardino,CA
1840014603,Cleveland,Bradley,TN
1840001518,Dothan,Houston,AL
1840001507,Camden,Camden,NJ
1840019835,Redmond,King,WA
1840003131,Framingham,Middlesex,MA
1840014528,Jackson,Madison,TN
1840002467,Janesville,Rock,WI
1630023583,Juana Díaz,Juana Díaz,PR
1840020702,Mansfield,Tarrant,TX
1840003008,Waukesha,Waukesha,WI
1840016001,Tamarac,Broward,FL
1840021074,Wenatchee,Chelan,WA
1840015068,Daytona Beach,Volusia,FL
1840022455,Castle Rock,Douglas,CO
1840020509,Redondo Beach,Los Angeles,CA
1840005579,Wilmington,New Castle,DE
1840022188,San Marcos,Hays,TX
1840021539,Union City,Alameda,CA
1840005698,Eldersburg,Carroll,MD
1840014598,Conway,Faulkner,AR
1840003595,Bayonne,Hudson,NJ
1630023575,Guaynabo,Guaynabo,PR
1840020232,Rocklin,Placer,CA
1840000837,Passaic,Passaic,NJ
1840002628,Sheboygan,Sheboygan,WI
1840018108,Casas Adobes,Pima,AZ
1840009719,St. Charles,St. Charles,MO
1840008923,Maple Grove,Hennepin,MN
1840021531,Walnut Creek,Contra Costa,CA
1840018916,Dublin,Alameda,CA
1840020703,North Richland Hills,Tarrant,TX
1840008194,Gary,Lake,IN
1840005917,Glen Burnie,Anne Arundel,MD
1840013301,Bristol,Sullivan,TN
1840001403,Decatur,Morgan,AL
1840002829,West Bend,Washington,WI
1840020263,Lodi,San Joaquin,CA
1840002785,Lima,Allen,OH
1630023648,Florida,Florida,PR
1840007859,Lakeville,Dakota,MN
1840006719,Blaine,Anoka,MN
1840014132,Poinciana,Polk,FL
1840002792,East Orange,Essex,NJ
1840013891,Noblesville,Hamilton,IN
1840005848,Gaithersburg,Montgomery,MD
1840020560,Lake Elsinore,Riverside,CA
1840020333,Palo Alto,Santa Clara,CA
1840028421,Eastvale,Riverside,CA
1840021638,Tulare,Tulare,CA
1840014444,Rogers,Benton,AR
